age,workclass,education,marital-status,occupation,relationship,gender,hours-per-week,capital-gain,capital-loss,income
44,Unknown,Middle/High School,Married,Unknown,Married/Partnered,Male,40,0,0,0
51,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,45,0,0,0
57,Private,Middle/High School,Married,Blue collar,Single/Independent,Male,40,0,0,0
34,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
21,Private,HS Graduate,Single,White collar,Child,Female,40,0,0,0
50,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
32,Private,Some College,Single,Blue collar,Single/Independent,Male,44,0,0,0
37,Government,Bachelors,Married,White collar,Married/Partnered,Female,50,0,0,1
64,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,30,0,0,0
37,Private,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
18,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
42,Private,Bachelors,Married,White collar,Married/Partnered,Male,55,0,0,1
52,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
51,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
38,Government,Some College,Single,White collar,Child,Male,40,0,0,0
23,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,30,0,0,0
19,Private,Middle/High School,Single,Service,Child,Female,40,0,0,0
47,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
29,Private,Primary,Married,Service,Married/Partnered,Male,40,0,0,0
41,Private,Some College,Married,White collar,Married/Partnered,Male,45,0,0,1
29,Private,HS Graduate,Single,Service,Single/Independent,Male,40,0,0,0
36,Private,HS Graduate,Previously married,Blue collar,Child,Male,40,0,0,0
78,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,45,0,0,1
34,Government,Some College,Previously married,White collar,Child,Female,40,0,0,0
24,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
36,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
49,Private,Some College,Married,White collar,Married/Partnered,Male,44,0,0,0
21,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
51,Private,Some College,Previously married,Service,Single/Independent,Female,40,0,0,0
37,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
30,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
24,Government,HS Graduate,Single,Service,Child,Male,40,0,0,0
32,Private,Bachelors,Married,White collar,Married/Partnered,Male,42,0,0,1
36,Private,Some College,Previously married,White collar,Single/Independent,Male,50,0,0,0
30,Private,Middle/High School,Married,Blue collar,Single/Independent,Female,40,0,0,0
60,Government,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
56,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
57,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
61,Government,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,0
56,Private,HS Graduate,Married,White collar,Married/Partnered,Male,48,0,0,0
26,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
56,Private,Middle/High School,Married,Service,Married/Partnered,Female,40,0,0,0
45,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
45,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
58,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
40,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,25,0,0,0
55,Government,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
34,Government,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
43,Government,Bachelors,Married,White collar,Single/Independent,Male,40,0,0,0
51,Private,Middle/High School,Previously married,Blue collar,Other family,Female,40,0,0,0
54,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
24,Private,Bachelors,Single,White collar,Single/Independent,Male,30,0,0,0
23,Private,Some College,Single,Blue collar,Child,Male,40,0,0,0
24,Private,HS Graduate,Single,Service,Single/Independent,Female,45,0,0,0
36,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
22,Private,Primary,Single,Blue collar,Other family,Male,40,0,0,0
53,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
47,Private,HS Graduate,Married,Service,Married/Partnered,Female,40,0,0,0
49,Unknown,HS Graduate,Previously married,Unknown,Single/Independent,Female,40,0,0,0
40,Private,Middle/High School,Previously married,Blue collar,Child,Male,35,0,0,0
45,Government,Some College,Previously married,White collar,Child,Male,40,0,0,0
61,Government,Bachelors,Married,White collar,Married/Partnered,Male,42,0,0,0
35,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,55,0,0,0
65,Government,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
45,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
67,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,32,0,0,0
40,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
44,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,48,0,0,0
54,Private,Some College,Married,Blue collar,Married/Partnered,Male,45,0,0,1
33,Government,Postgraduate,Married,White collar,Married/Partnered,Female,40,0,0,1
46,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
49,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
51,Private,HS Graduate,Previously married,White collar,Single/Independent,Male,45,0,0,0
66,Unknown,Some College,Previously married,Unknown,Single/Independent,Female,40,0,0,0
31,Private,HS Graduate,Single,Service,Child,Female,38,0,0,0
43,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
21,Private,Middle/High School,Single,Blue collar,Child,Male,30,0,0,0
33,Private,Middle/High School,Single,Service,Single/Independent,Male,45,0,0,0
22,Private,HS Graduate,Single,Service,Child,Female,36,0,0,0
29,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,0
42,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
28,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
36,Private,HS Graduate,Single,White collar,Single/Independent,Female,38,0,0,0
66,Government,HS Graduate,Previously married,Service,Single/Independent,Female,25,0,0,0
45,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
49,Private,HS Graduate,Previously married,Service,Child,Female,40,0,0,0
36,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
32,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
51,Private,HS Graduate,Married,White collar,Married/Partnered,Female,40,0,0,0
20,Private,Some College,Previously married,Service,Child,Female,29,0,0,0
39,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
38,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
29,Government,Bachelors,Single,Blue collar,Child,Male,40,0,0,0
22,Private,Some College,Single,Blue collar,Single/Independent,Male,44,0,0,0
43,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
40,Private,Some College,Previously married,White collar,Single/Independent,Male,44,0,0,0
40,Private,Bachelors,Single,White collar,Single/Independent,Male,30,0,0,0
57,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
54,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
44,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
40,Private,Some College,Married,Service,Married/Partnered,Female,40,0,0,0
29,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
22,Private,Bachelors,Single,White collar,Single/Independent,Male,40,0,0,0
45,Private,Some College,Previously married,White collar,Child,Male,45,0,0,0
51,Government,HS Graduate,Previously married,Service,Single/Independent,Male,40,0,0,0
22,Private,Some College,Married,Service,Married/Partnered,Male,44,0,0,0
58,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
30,Private,Postgraduate,Single,White collar,Single/Independent,Female,45,0,0,0
30,Private,Middle/High School,Previously married,Service,Single/Independent,Male,40,0,0,0
23,Private,HS Graduate,Single,Blue collar,Other family,Male,40,0,0,0
57,Private,Bachelors,Married,White collar,Married/Partnered,Male,55,0,0,1
58,Private,HS Graduate,Married,White collar,Married/Partnered,Male,45,0,0,1
59,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
27,Private,Bachelors,Married,White collar,Single/Independent,Male,40,0,0,0
50,Private,Bachelors,Married,Blue collar,Married/Partnered,Male,45,0,0,1
33,Private,HS Graduate,Previously married,Service,Single/Independent,Female,30,0,0,0
22,Private,Some College,Single,Service,Child,Male,35,0,0,0
54,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
60,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
33,Government,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,0
41,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
39,Private,Some College,Married,Blue collar,Child,Male,40,0,0,0
27,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
46,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
35,Government,Bachelors,Married,White collar,Married/Partnered,Female,35,0,0,1
56,Private,Some College,Married,Service,Married/Partnered,Male,45,0,0,1
58,Government,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
25,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
57,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,42,0,0,0
49,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
52,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,0
37,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
30,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
54,Government,Some College,Previously married,Blue collar,Single/Independent,Male,42,0,0,0
52,Private,HS Graduate,Married,White collar,Married/Partnered,Male,45,0,0,1
22,Government,HS Graduate,Single,Service,Single/Independent,Male,56,0,0,0
25,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
47,Private,Some College,Single,Service,Single/Independent,Female,55,0,0,0
48,Private,Primary,Single,Service,Single/Independent,Female,35,0,0,0
26,Private,HS Graduate,Single,White collar,Single/Independent,Female,50,0,0,0
28,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
64,Government,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
28,Private,Bachelors,Single,White collar,Child,Male,50,0,0,1
28,Private,Middle/High School,Married,White collar,Other family,Male,40,0,0,0
18,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,25,0,0,0
36,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
29,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
57,Government,HS Graduate,Previously married,White collar,Other family,Female,35,0,0,0
41,Private,Some College,Single,Blue collar,Single/Independent,Female,40,0,0,0
55,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Female,35,0,0,0
21,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
36,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,1
26,Private,Some College,Single,White collar,Single/Independent,Male,50,0,0,0
29,Private,Some College,Previously married,Blue collar,Single/Independent,Male,48,0,0,0
47,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
31,Private,HS Graduate,Single,Service,Child,Male,40,0,0,0
42,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,35,0,0,0
66,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
41,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
30,Private,Bachelors,Single,White collar,Single/Independent,Male,40,0,0,0
75,Unknown,Postgraduate,Single,Unknown,Single/Independent,Male,40,0,0,0
41,Government,Some College,Previously married,White collar,Single/Independent,Female,36,0,0,0
24,Private,Middle/High School,Single,Blue collar,Child,Male,40,0,0,0
25,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
52,Private,Some College,Single,White collar,Single/Independent,Female,50,0,0,0
30,Private,Bachelors,Single,White collar,Single/Independent,Female,45,0,0,0
55,Private,Postgraduate,Previously married,White collar,Single/Independent,Female,30,0,0,0
18,Private,HS Graduate,Single,Service,Child,Male,35,0,0,0
33,Government,Some College,Married,Service,Married/Partnered,Male,45,0,0,0
76,Unknown,Some College,Previously married,Unknown,Single/Independent,Female,40,0,0,0
50,Government,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
27,Private,Bachelors,Single,White collar,Single/Independent,Male,50,0,0,0
26,Unknown,Middle/High School,Previously married,Unknown,Single/Independent,Male,40,0,0,0
47,Private,HS Graduate,Married,White collar,Married/Partnered,Male,55,0,0,0
39,Government,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
49,Government,Some College,Previously married,White collar,Child,Male,40,0,0,0
33,Unknown,Some College,Married,Unknown,Married/Partnered,Female,30,0,0,0
28,Private,Middle/High School,Single,Blue collar,Child,Male,50,0,0,0
37,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
26,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
55,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,1
26,Private,Bachelors,Single,Blue collar,Single/Independent,Male,45,0,0,1
19,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
38,Private,Primary,Married,White collar,Married/Partnered,Male,40,0,0,0
65,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,0
48,Unknown,HS Graduate,Previously married,Unknown,Single/Independent,Female,25,0,0,0
32,Private,Some College,Single,White collar,Single/Independent,Male,50,0,0,0
30,Government,HS Graduate,Single,Service,Child,Female,40,0,0,0
27,Private,Some College,Single,Blue collar,Single/Independent,Male,40,0,0,0
33,Government,Bachelors,Single,White collar,Child,Male,38,0,0,0
30,Private,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,1
26,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
30,Private,HS Graduate,Married,Service,Married/Partnered,Female,45,0,0,0
38,Private,Some College,Married,Blue collar,Married/Partnered,Male,40,0,0,1
30,Private,HS Graduate,Married,White collar,Married/Partnered,Female,30,0,0,0
42,Government,Postgraduate,Previously married,White collar,Single/Independent,Male,45,0,0,1
51,Private,Postgraduate,Married,White collar,Married/Partnered,Female,30,0,0,1
24,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
41,Government,Some College,Previously married,White collar,Single/Independent,Female,44,0,0,0
17,Private,Middle/High School,Single,Service,Child,Male,35,0,0,0
45,Private,Primary,Married,Service,Married/Partnered,Female,40,0,0,0
42,Private,HS Graduate,Previously married,Blue collar,Other family,Male,40,0,0,0
22,Private,Primary,Married,Blue collar,Other family,Male,40,0,0,0
59,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
45,Private,Some College,Previously married,Service,Single/Independent,Female,40,0,0,0
29,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
21,Private,Middle/High School,Single,Blue collar,Child,Male,45,0,0,0
51,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
34,Government,Some College,Married,Service,Married/Partnered,Female,40,0,0,0
40,Private,Bachelors,Previously married,White collar,Single/Independent,Female,35,0,0,0
62,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
43,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
33,Unknown,Bachelors,Married,Unknown,Married/Partnered,Female,40,0,0,0
28,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,55,0,0,0
49,Unknown,Some College,Previously married,Unknown,Single/Independent,Female,28,0,0,0
29,Private,Bachelors,Single,White collar,Other family,Male,40,0,0,0
57,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
37,Private,Postgraduate,Married,White collar,Married/Partnered,Male,45,0,0,1
20,Government,Some College,Single,Blue collar,Child,Male,40,0,0,0
20,Government,HS Graduate,Single,White collar,Single/Independent,Female,30,0,0,0
38,Private,Bachelors,Married,White collar,Married/Partnered,Female,28,0,0,1
23,Private,HS Graduate,Married,White collar,Other family,Male,40,0,0,0
24,Private,HS Graduate,Married,White collar,Child,Female,36,0,0,0
21,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
32,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
43,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
43,Private,HS Graduate,Previously married,Service,Single/Independent,Male,40,0,0,0
64,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
28,Private,Bachelors,Married,White collar,Married/Partnered,Female,40,0,0,0
44,Private,Primary,Married,Service,Other family,Male,40,0,0,0
61,Private,Some College,Married,White collar,Married/Partnered,Male,25,0,0,0
47,Private,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
39,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,45,0,0,0
25,Private,Middle/High School,Married,White collar,Married/Partnered,Male,40,0,0,0
33,Private,HS Graduate,Married,White collar,Married/Partnered,Male,45,0,0,0
34,Government,Some College,Previously married,White collar,Single/Independent,Female,38,0,0,0
24,Private,Bachelors,Single,White collar,Child,Female,40,0,0,0
28,Private,HS Graduate,Single,Blue collar,Child,Male,50,0,0,0
33,Private,Some College,Married,White collar,Married/Partnered,Male,44,0,0,0
43,Private,HS Graduate,Married,Blue collar,Married/Partnered,Female,40,0,0,0
50,Government,Middle/High School,Single,Blue collar,Single/Independent,Male,40,0,0,0
31,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
39,Private,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
39,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
17,Private,Middle/High School,Single,Blue collar,Other family,Male,40,0,0,0
19,Private,Some College,Single,White collar,Other family,Female,40,0,0,0
18,Private,Some College,Single,White collar,Child,Male,25,0,0,0
24,Government,Bachelors,Married,Service,Married/Partnered,Male,45,0,0,0
38,Private,Some College,Married,Blue collar,Married/Partnered,Male,41,0,0,0
26,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
34,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
43,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,44,0,0,0
55,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,1
36,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,37,0,0,0
39,Private,HS Graduate,Single,Blue collar,Child,Male,48,0,0,0
30,Private,HS Graduate,Single,White collar,Child,Female,30,0,0,0
36,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Male,56,0,0,0
36,Private,Bachelors,Married,Blue collar,Child,Male,40,0,0,1
50,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
27,Government,Bachelors,Single,Service,Single/Independent,Female,35,0,0,0
38,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
31,Private,Postgraduate,Single,White collar,Child,Female,48,0,0,0
29,Private,Some College,Married,Blue collar,Married/Partnered,Male,42,0,0,0
51,Private,Some College,Previously married,Blue collar,Single/Independent,Female,36,0,0,0
36,Private,HS Graduate,Married,White collar,Married/Partnered,Male,50,0,0,0
28,Government,Bachelors,Single,White collar,Single/Independent,Female,40,0,0,0
53,Private,Bachelors,Previously married,White collar,Single/Independent,Female,40,0,0,0
40,Government,Bachelors,Previously married,White collar,Single/Independent,Male,40,0,0,0
21,Unknown,Middle/High School,Single,Unknown,Child,Male,40,0,0,0
53,Private,Middle/High School,Married,Service,Married/Partnered,Male,34,0,0,0
34,Government,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,0
64,Private,Middle/High School,Married,White collar,Married/Partnered,Male,40,0,0,0
47,Government,Postgraduate,Previously married,Service,Single/Independent,Male,50,0,0,1
57,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,50,0,0,0
37,Private,Bachelors,Single,White collar,Single/Independent,Female,35,0,0,0
37,Private,Middle/High School,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
51,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,55,0,0,1
32,Private,Some College,Single,White collar,Single/Independent,Female,40,0,0,0
46,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,45,0,0,0
24,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
30,Private,Some College,Single,Blue collar,Single/Independent,Male,44,0,0,0
30,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
58,Government,Bachelors,Married,White collar,Married/Partnered,Male,40,0,0,0
32,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
37,Private,HS Graduate,Previously married,Service,Single/Independent,Female,25,0,0,0
35,Private,HS Graduate,Previously married,Service,Single/Independent,Female,40,0,0,0
18,Private,Primary,Single,Blue collar,Other family,Male,30,0,0,0
44,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
45,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
40,Private,Middle/High School,Married,White collar,Married/Partnered,Male,40,0,0,1
52,Private,HS Graduate,Married,Blue collar,Married/Partnered,Female,40,0,0,0
49,Private,Bachelors,Previously married,White collar,Single/Independent,Female,35,0,0,0
59,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
22,Private,Some College,Single,White collar,Child,Female,37,0,0,0
44,Government,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
50,Government,Middle/High School,Single,Service,Single/Independent,Male,40,0,0,0
43,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,48,0,0,1
40,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,55,0,0,0
49,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
48,Private,Some College,Single,Blue collar,Single/Independent,Male,45,0,0,0
22,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
36,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
57,Unknown,Some College,Married,Unknown,Married/Partnered,Male,50,0,0,0
30,Government,HS Graduate,Single,Service,Single/Independent,Female,40,0,0,0
40,Government,HS Graduate,Single,Blue collar,Other family,Male,40,0,0,0
42,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,45,0,0,0
55,Private,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
25,Private,HS Graduate,Married,Service,Married/Partnered,Male,40,0,0,0
52,Unknown,HS Graduate,Married,Unknown,Married/Partnered,Male,40,0,0,0
55,Private,Bachelors,Previously married,White collar,Single/Independent,Female,50,0,0,0
43,Private,HS Graduate,Single,White collar,Single/Independent,Female,50,0,0,0
31,Private,Some College,Married,White collar,Married/Partnered,Male,50,0,0,0
62,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
38,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,40,0,0,1
29,Private,HS Graduate,Single,White collar,Single/Independent,Male,42,0,0,0
26,Private,HS Graduate,Married,White collar,Married/Partnered,Female,52,0,0,1
61,Private,Middle/High School,Single,Service,Single/Independent,Male,48,0,0,0
34,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,43,0,0,1
35,Private,HS Graduate,Previously married,Blue collar,Child,Male,40,0,0,0
32,Private,Middle/High School,Previously married,Service,Single/Independent,Female,40,0,0,0
27,Private,Postgraduate,Single,Blue collar,Single/Independent,Male,30,0,0,0
43,Private,Some College,Previously married,White collar,Single/Independent,Male,40,0,0,1
30,Private,Bachelors,Married,White collar,Married/Partnered,Male,45,0,0,1
52,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
32,Private,Bachelors,Single,White collar,Single/Independent,Female,45,0,0,0
35,Private,HS Graduate,Married,Blue collar,Married/Partnered,Male,55,0,0,0
48,Private,HS Graduate,Previously married,Service,Single/Independent,Female,44,0,0,0
28,Private,Primary,Single,Service,Single/Independent,Female,40,0,0,0
23,Private,Some College,Single,Service,Single/Independent,Female,30,0,0,0
51,Government,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
63,Private,Some College,Married,Service,Married/Partnered,Male,48,0,0,0
63,Government,HS Graduate,Previously married,White collar,Single/Independent,Female,40,0,0,0
20,Unknown,Middle/High School,Previously married,Unknown,Single/Independent,Female,40,0,0,0
40,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
57,Private,Postgraduate,Married,White collar,Married/Partnered,Male,50,0,0,1
28,Private,HS Graduate,Single,Blue collar,Single/Independent,Female,40,0,0,0
37,Private,Some College,Single,Service,Single/Independent,Male,40,0,0,0
43,Government,Some College,Previously married,White collar,Single/Independent,Female,40,0,0,0
27,Private,Some College,Married,Blue collar,Married/Partnered,Male,50,0,0,0
59,Private,HS Graduate,Previously married,Service,Single/Independent,Female,38,0,0,0
18,Private,Some College,Single,Service,Child,Male,26,0,0,0
44,Government,Middle/High School,Married,Blue collar,Married/Partnered,Male,40,0,0,0
43,Government,Bachelors,Married,White collar,Married/Partnered,Female,45,0,0,1
59,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
19,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,40,0,0,0
37,Private,Some College,Married,White collar,Married/Partnered,Male,57,0,0,0
31,Private,Some College,Previously married,White collar,Single/Independent,Female,35,0,0,0
38,Private,Some College,Previously married,White collar,Single/Independent,Male,50,0,0,0
24,Private,Some College,Single,White collar,Child,Female,40,0,0,0
47,Private,Middle/High School,Married,Blue collar,Married/Partnered,Female,40,0,0,0
31,Government,Postgraduate,Single,White collar,Single/Independent,Female,50,0,0,0
42,Private,Primary,Married,Blue collar,Single/Independent,Male,35,0,0,0
56,Private,Some College,Previously married,White collar,Single/Independent,Female,38,0,0,0
50,Private,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,1
49,Private,HS Graduate,Previously married,White collar,Single/Independent,Female,32,0,0,0
28,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
62,Private,Bachelors,Married,White collar,Married/Partnered,Male,50,0,0,1
31,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,0
58,Private,Some College,Married,Service,Other family,Female,35,0,0,0
46,Unknown,Primary,Married,Unknown,Married/Partnered,Female,40,0,0,0
39,Private,Postgraduate,Married,White collar,Married/Partnered,Male,40,0,0,1
21,Private,HS Graduate,Single,Blue collar,Single/Independent,Male,42,0,0,0
33,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,1
30,Unknown,Bachelors,Married,Unknown,Married/Partnered,Female,40,0,0,1
43,Private,HS Graduate,Previously married,Blue collar,Child,Female,40,0,0,0
25,Private,Postgraduate,Single,White collar,Child,Female,40,0,0,1
69,Government,Some College,Married,Service,Married/Partnered,Male,40,0,0,0
54,Private,HS Graduate,Previously married,Blue collar,Single/Independent,Female,40,0,0,0
65,Unknown,HS Graduate,Married,Unknown,Married/Partnered,Male,45,0,0,0
28,Private,Middle/High School,Married,Blue collar,Other family,Male,40,0,0,0
27,Government,Some College,Single,White collar,Child,Female,38,0,0,0
35,Private,Some College,Previously married,Blue collar,Single/Independent,Male,45,0,0,1
38,Private,Some College,Married,White collar,Married/Partnered,Female,40,0,0,1
33,Government,HS Graduate,Married,White collar,Married/Partnered,Male,40,0,0,0
26,Private,Some College,Single,Service,Single/Independent,Female,50,0,0,0
44,Private,Middle/High School,Married,Blue collar,Married/Partnered,Male,50,0,0,0
36,Private,Middle/High School,Previously married,White collar,Single/Independent,Female,40,0,0,0
42,Private,Some College,Previously married,Blue collar,Single/Independent,Male,40,0,0,0
44,Private,Some College,Married,White collar,Married/Partnered,Male,40,0,0,0
